Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Career Mobility,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW75836842.htm,2.0,"Apr 25, 2023",Anonymous Employee,"Current Employee, more than 1 year",,Pros,RCS career mobility is a scam. They shuffle you through various phone roles and act as if they are of importance to the company meanwhile they actually offer no experience notable or worthwhile to a higher up position.,Cons,"Career mobility? Absolutely zero with RCS. Claims many openings, every only a few with hundreds of others competing, no increases in pay to keep up with inflation, lots of corporate politics to make it seem as if there is change and improvement to the RCS space with little action.",2
"Great pay, work-life balance, and upward mobility",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW78282105.htm,4.0,"Jul 15, 2023",High Net Worth Service Associate,"Current Employee, more than 1 year","Austin, TX",Pros,"Great pay, work-life balance, and upward mobility",Cons,"There are some policies that are shortsighted and unfair, that lead to suboptimal outcomes for the employees, clients, and company as a whole",1
The best career and company in the U.S,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW77988498.htm,5.0,"Jul 5, 2023",Retirement Brokerage Services,"Current Employee, more than 1 year","Westlake, TX",Pros,"Benefits, Location, Honesty + Integrity in the financial industry, Leadership, promotion and cultivation from within the company, respect company wide, and inclusiveness, charging stations for electric vehicles",Cons,The walk from the parking garage to the building!!,
Best Company Culture,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW78937559.htm,5.0,"Aug 7, 2023",Team Leader,Current Employee,"Westlake, TX",Pros,The people you work with amazing. I’m a returning employee and the grass is not always greener.,Cons,Relative pay to other firms,
"Great company on paper, but lacking in action",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW78256722.htm,3.0,"Jul 14, 2023",Customer Relationship Advocate,Former Employee,"Durham, NC",Pros,The company offers great benefits and has a pretty nice campus.,Cons,The training here is subpar. My manager was difficult to get in touch with and the HR was incompetent. They say they offer endless support but their actions tell another story.,2
"Secure company, good work life balance, good culture",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW77390356.htm,4.0,"Jun 14, 2023",UX Designer,"Current Employee, more than 1 year","New York, NY",Pros,"Secure company, good work life balance, good culture, lots of room for new opportunities both promotion wise or moving laterally. The benefits are amazing, it's what keeps me at the company. The people are very chill, really easy to get along with mostly everyone.",Cons,Base pay lower than industry standard.. UX designers start at $70k-$90k. No quarterly bonuses. I'm not currently making enough to get out of debt ironically.,2
Great benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW79039282.htm,5.0,"Aug 10, 2023",Financial Associate II,"Current Employee, more than 1 year","Jacksonville, FL",Pros,Benefits are very good for my family,Cons,Call center life is draining,
Help 401k participants plan for retirement.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW78384422.htm,5.0,"Jul 19, 2023",Workplace Planning Consultant II,"Current Employee, more than 3 years","Jacksonville, FL",Pros,Supportive friendly management. Encourages growth and career development.,Cons,Little to no opportunity to meaningfully increase earnings in the company. Better paying jobs seem almost impossible to get.,
I wouldn’t recommend,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW77426190.htm,1.0,"Jun 15, 2023",Senior Software Engineer,"Current Employee, more than 10 years",,Pros,"Good Benefits. Culture is alright. It’s just the in office culture doesn’t fit everyone. Honestly, if they fixed the culture, I’m sure more people would enjoy working there. But it’s hard to keep an old school mindset with progressing world.",Cons,Work from Home isn’t really work from home. It feels a bit forced and because of the culture associates don’t really feel empowered to speak up against it. The pay isn’t competitive. Vertical movement is really more like winning people over vs can the job get done.,3
"Great Benefits, Less Flexible Than Before",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW76710973.htm,4.0,"May 23, 2023",Proposal Consultant,"Current Employee, more than 5 years","Merrimack, NH",Pros,"Amazing benefits, they match 401k contributions up to 7%, tuition reimbursement helped me be free of student debt and acquire my MBA. I’ve always had great managers too",Cons,"Dynamic Working is uncertain and not flexible. Doesn’t work for everyone. I moved during the pandemic and now they make me fly in on my own dime every month to attend the in office week. My managers have no problem with me working remotely full time but they have no say on the situation. When they tried to fight for me to get an exception, it was shut down.",
